ID,subsystem
R_METTRS,Methionine and cysteine metabolism
R_METTRSm,Methionine and cysteine metabolism
R_PHETRS,Phenylalanine metabolism
R_PHETRSm,Phenylalanine metabolism
R_PROTRS,Arginine and Proline Metabolism
R_PROTRSm,Arginine and Proline Metabolism
R_SERTRS,"Glycine, serine, alanine and threonine metabolism"
R_SERTRSm,"Glycine, serine, alanine and threonine metabolism"
R_THRTRS,"Glycine, serine, alanine and threonine metabolism"
R_TRPTRS,"Glycine, serine, alanine and threonine metabolism"
R_TRPTRSm,"Glycine, serine, alanine and threonine metabolism"
R_VALTRS,"Valine, leucine, and isoleucine metabolism"
R_VALTRSm,"Valine, leucine, and isoleucine metabolism"
R_DCT,Tyrosine metabolism
R_HOXG,Heme degradation
R_HOXGr,Heme degradation
R_R1437_c,Cholesterol metabolism
R_SCPx,Bile acid synthesis
R_R1439_c,Urea cycle
R_ACOAR3m,Fatty acid synthesis
R_ACOAR3p,Fatty acid synthesis
R_R1442_m,Fatty acid oxidation
R_R1443_p,Fatty acid oxidation
R_ACACT4rm,Fatty acid oxidation
R_ACACT4rmim,Fatty acid oxidation
R_ACACT4rp,Fatty acid oxidation
R_P45017A1,Steroid metabolism
R_R1448_c,Steroid metabolism
R_DESAT18_9,Fatty acid synthesis
R_GCCcm,"Glycine, serine, alanine and threonine metabolism"
R_R1452_c,Steroid metabolism
R_R1453_c,Steroid metabolism
R_ACOAR5m,Fatty acid oxidation
R_ACOAR5p,Fatty acid oxidation
R_ACOAD5fm,Fatty acid oxidation
R_ACOAD5fp,Fatty acid oxidation
R_ACACT6rm,Fatty acid oxidation
R_ACACT6rmim,Fatty acid oxidation
R_ACACT6rp,Fatty acid oxidation
R_P4504F122r,Eicosanoid metabolism
R_R1462_e,Fatty acid oxidation
R_R1463_c,"Valine, leucine, and isoleucine metabolism"
R_R1464_r,"Valine, leucine, and isoleucine metabolism"
R_R1465_m,"Valine, leucine, and isoleucine metabolism"
R_R1466_p,"Valine, leucine, and isoleucine metabolism"
R_R1467_c,"Valine, leucine, and isoleucine metabolism"
R_LYSMTF1n,Lysine metabolism
R_R1469_r,Glutathione metabolism
R_GGTAe,Glutathione metabolism
R_R1471_c,Miscellaneous
R_ABFPT,Starch and sucrose metabolism
R_R1473_m,Steroid metabolism
R_LFORKYNHYD,Tryptophan metabolism
R_FMETTRSm,Methionine and cysteine metabolism
R_R1476_c,Tyrosine metabolism
R_R1477_m,Tyrosine metabolism
R_IDHPOXOX3m,Tyrosine metabolism
R_5GLUP5T1e,Glutamate metabolism
R_R1480_e,Glutamate metabolism
R_IDHPOXOX2be,Tyrosine metabolism
R_ACOAR6m,Fatty acid synthesis
R_ACOAR6p,Fatty acid synthesis
R_ACOAD6fm,Fatty acid oxidation
R_ACOAD6fp,Fatty acid oxidation
R_ACACT7rm,Fatty acid oxidation
R_ACACT7rmim,Fatty acid oxidation
R_ACACT7rp,Fatty acid oxidation
R_R1489_c,Miscellaneous
R_FA120ACPH,Fatty acid oxidation
R_GAL3ST11,Sphingolipid metabolism
R_R1492_c,Sphingolipid metabolism
R_R1493_c,Sphingolipid metabolism
R_R1494_e,Sphingolipid metabolism
R_R1495_l,Sphingolipid metabolism
R_GLAl,Sphingolipid metabolism
R_APRTO2,Arginine and Proline Metabolism
R_NMPTRCOXe,Miscellaneous
R_IMACTD,Histidine metabolism
R_IMACTDr,Histidine metabolism
R_IMACTDm,Histidine metabolism
R_IMACTDp,Histidine metabolism
R_R1503_c,NAD metabolism
R_ACOAD8m,"Valine, leucine, and isoleucine metabolism"
R_R1505_m,"Valine, leucine, and isoleucine metabolism"
R_GCCbm,"Glycine, serine, alanine and threonine metabolism"
R_FAOXC5C5OHm,Fatty acid oxidation
R_FAOXC5C5OHp,Fatty acid oxidation
R_MCCCrm,"Valine, leucine, and isoleucine metabolism"
R_PRAGS,Purine synthesis
R_AGLPH,Glycerophospholipid metabolism
R_AGLPHe,Glycerophospholipid metabolism
R_R1513_c,Steroid metabolism
R_ECOAH5m,Fatty acid synthesis
R_ECOAH5p,Fatty acid synthesis
R_3HKYNAKGATm,Tryptophan metabolism
R_PSERT,"Glycine, serine, alanine and threonine metabolism"
R_R1518_m,Pyrimidine catabolism
R_HACD9m,"Valine, leucine, and isoleucine metabolism"
R_HACD9p,Fatty acid oxidation
R_ECOAH9m,"Valine, leucine, and isoleucine metabolism"
R_ECOAH9p,Fatty acid synthesis
R_PRAIS,Purine synthesis
R_AIRCr,Purine synthesis
R_R1525_n,Aminosugar metabolism
R_4HPROOXp,Arginine and Proline Metabolism
R_ECOAH12m,"Valine, leucine, and isoleucine metabolism"
R_ECOAH12p,"Valine, leucine, and isoleucine metabolism"
R_R1529_m,"Valine, leucine, and isoleucine metabolism"
R_PPNCL3,CoA synthesis
R_R1531_c,CoA synthesis
R_FPGS,Folate metabolism
R_FPGSm,Folate metabolism
R_GGH_5THFe,Folate metabolism
R_GGH_5THFl,Folate metabolism
R_EPCTX,Glycerophospholipid metabolism
R_HSD3B7Px,Bile acid synthesis
R_R1538_m,Folate metabolism
R_PTHPS,Tetrahydrobiopterin metabolism
R_42A12BOOX,Tyrosine metabolism
R_42A12BOOXe,Tyrosine metabolism
R_DOPAMT,Tyrosine metabolism
R_AGPSx,Glycerophospholipid metabolism
R_R1544_g,Glycerophospholipid metabolism
R_R1545_c,Glycerophospholipid metabolism
R_PCLAD,Tryptophan metabolism
R_GARFT,Purine synthesis
R_FGFT,Purine synthesis
R_UGT1A7r,Steroid metabolism
R_R1550_r,Steroid metabolism
R_R1551_r,Steroid metabolism
R_KAS14,Fatty acid synthesis
R_KAS14m,Fatty acid synthesis
R_MI34PP,Inositol phosphate metabolism
R_R1555_c,Purine synthesis
R_BTNCL,Biotin metabolism
R_BTNCLm,Biotin metabolism
R_ACCOACL,Fatty acid oxidation
R_ACCOACLm,Fatty acid oxidation
R_AADPSAEDH,Lysine metabolism
R_APCPT,CoA synthesis
R_PI45P5Pgm,Inositol phosphate metabolism
R_PI45P5Ppm,Inositol phosphate metabolism
R_R1565_c,Glycerophospholipid metabolism
R_MTRI,Arginine and Proline Metabolism
R_3HAD40,Fatty acid synthesis
R_EAR40y,Fatty acid synthesis
R_R1570_m,Fatty acid oxidation
R_ACNAM9PL,Aminosugar metabolism
R_PHCDm,Arginine and Proline Metabolism
R_PHCDym,Arginine and Proline Metabolism
R_PAFH,Glycerophospholipid metabolism
R_PAFHpm,Glycerophospholipid metabolism
R_PAFHe,Glycerophospholipid metabolism
R_PRFGS,Purine synthesis
R_R1578_l,Glycerophospholipid metabolism
R_R1579_c,Glycerophospholipid metabolism
R_R1580_r,Glycerophospholipid metabolism
R_R1581_r,Lysine metabolism
R_PI345P3P,Inositol phosphate metabolism
R_PI345P3Pn,Inositol phosphate metabolism
R_3OAR40,Fatty acid synthesis
R_3OAR100,Fatty acid synthesis
R_3HAD100,Fatty acid synthesis
R_3OAR80,Fatty acid synthesis
R_3HAD80,Fatty acid synthesis
R_3OAR160,Fatty acid synthesis
R_3HAD16,Fatty acid synthesis
R_PI45P3K,Inositol phosphate metabolism
R_PI45P3Kn,Inositol phosphate metabolism
R_ADSL2r,Purine synthesis
R_AICART,Purine synthesis
R_3OAR140,Fatty acid synthesis
R_3HAD140,Fatty acid synthesis
R_PRASCS,Purine synthesis
R_AKP1e,Folate metabolism
R_AHDTH,Folate metabolism
R_BUP2,Pyrimidine catabolism
R_MHISOR,Histidine metabolism
R_R1602_c,Steroid metabolism
R_R1603_m,Steroid metabolism
R_R1604_c,Steroid metabolism
R_R1605_c,Steroid metabolism
R_R1606_m,Steroid metabolism
R_R1607_c,Steroid metabolism
R_R1608_m,Steroid metabolism
R_UGT1A8r,Steroid metabolism
R_3DH5HPBMTm,Ubiquinone synthesis
R_EAR120y,Fatty acid synthesis
R_3OAS140,Fatty acid synthesis
R_3OAS140m,Fatty acid synthesis
R_HACD7m,Fatty acid oxidation
R_HACD7p,Fatty acid oxidation
R_ECOAH7m,Fatty acid synthesis
R_ECOAH7p,Fatty acid synthesis
R_HACD6m,Fatty acid oxidation
R_HACD6p,Fatty acid oxidation
R_ECOAH6m,Fatty acid synthesis
R_ECOAH6p,Fatty acid synthesis
R_HACD5m,Fatty acid oxidation
R_HACD5p,Fatty acid oxidation
R_ACACT5rm,Fatty acid oxidation
R_ACACT5rmim,Fatty acid oxidation
R_ACACT5rp,Fatty acid oxidation
R_HACD4m,Fatty acid oxidation
R_HACD4p,Fatty acid oxidation
R_ECOAH4m,Fatty acid synthesis
R_ECOAH4p,Fatty acid synthesis
R_HACD3m,Fatty acid oxidation
R_HACD3p,Fatty acid oxidation
R_ECOAH3m,Fatty acid synthesis
R_ECOAH3p,Fatty acid synthesis
R_ACACT3rm,Fatty acid oxidation
R_ACACT3rmim,Fatty acid oxidation
R_ACACT3rp,Fatty acid oxidation
R_HACD2m,Fatty acid oxidation
R_HACD2p,Fatty acid oxidation
R_ECOAH2m,Fatty acid synthesis
R_ECOAH2p,Fatty acid synthesis
R_ACOAD2fm,Fatty acid oxidation
R_ACOAD2fp,Fatty acid oxidation
R_ACOAR4m,Fatty acid synthesis
R_ACOAR4p,Fatty acid synthesis
R_ACOAD4fm,Fatty acid oxidation
R_ACOAD4fp,Fatty acid oxidation
R_FAOXC122m,Fatty acid oxidation
R_FAOXC122p,Fatty acid oxidation
R_R1651_c,Steroid metabolism
R_R1652_c,Steroid metabolism
R_R1653_c,Steroid metabolism
R_R1654_c,Selenoamino acid metabolism
R_R1655_c,Selenoamino acid metabolism
R_R1656_m,Selenoamino acid metabolism
R_R1657_e,Tyrosine metabolism
R_PFKB,Fructose and mannose metabolism
R_PFK,Glycolysis/gluconeogenesis
R_PFKBpm,Fructose and mannose metabolism
R_BFBP,Fructose and mannose metabolism
R_EBP1r,Cholesterol metabolism
R_P45027A14m,Bile acid synthesis
R_P45027A11m,Bile acid synthesis
R_R1664_p,Bile acid synthesis
R_R1665_m,Bile acid synthesis
R_R1666_p,Bile acid synthesis
R_R1667_p,Bile acid synthesis
R_R1668_m,Bile acid synthesis
R_R1669_p,Bile acid synthesis
R_R1670_p,Bile acid synthesis
R_P4508B11r,Bile acid synthesis
R_R1672_c,Steroid metabolism
R_R1673_c,Steroid metabolism
R_R1674_c,Steroid metabolism
R_R1675_c,Steroid metabolism
R_R1676_m,Steroid metabolism
R_R1677_m,Steroid metabolism
R_ARSA,Sphingolipid metabolism
R_DNAMTn,Methionine and cysteine metabolism
R_AADPSAEDH2m,Lysine metabolism
R_LYSMTF2n,Lysine metabolism
R_LYSMTF3n,Lysine metabolism
R_34DHOXPEGOX,Tyrosine metabolism
R_R1684_c,Tyrosine metabolism
R_34DHXMANDACOX,Tyrosine metabolism
R_34DHXMANDACOX_NADP_,Tyrosine metabolism
R_R1687_c,Tyrosine metabolism
R_R1688_c,Tyrosine metabolism
R_3M4HDXPAC,Tyrosine metabolism
R_R1690_c,Tyrosine metabolism
R_3MOXTYROX,Tyrosine metabolism
R_3MOX4HOXPGALDOX,Tyrosine metabolism
R_3MOX4HOXPGALDOX_NADP_,Tyrosine metabolism
R_MAOLNOR,Tyrosine metabolism
R_R1695_c,Tyrosine metabolism
R_5HOXINDACTOX,Tryptophan metabolism
R_5HOXINDACTOXr,Tryptophan metabolism
R_5HOXINDACTOXm,Tryptophan metabolism
R_5HOXINDACTOXp,Tryptophan metabolism
R_5HOXINDACTO2OX,Tryptophan metabolism
R_ACSOMT,Tryptophan metabolism
R_3HXKYNOXDA,Tryptophan metabolism
R_5HXKYNOXDA,Tryptophan metabolism
R_5HXKYNDCL,Tryptophan metabolism
R_R1705_c,Tryptophan metabolism
R_R1706_c,Glycerophospholipid metabolism
R_R1707_c,Glycerophospholipid metabolism
R_SELADT,Selenoamino acid metabolism
R_R1709_c,Miscellaneous
R_AMPTASECG_protein,Glutathione metabolism
R_AMPTASECGe_protein,Glutathione metabolism
R_3OAS60,Fatty acid synthesis
R_3OAS60m,Fatty acid synthesis
R_3OAR60,Fatty acid synthesis
R_3HAD60,Fatty acid synthesis
R_EAR60x,Fatty acid synthesis
R_EAR60y,Fatty acid synthesis
R_3OAS80,Fatty acid synthesis
R_3OAS80m,Fatty acid synthesis
R_EAR80x,Fatty acid synthesis
R_EAR80y,Fatty acid synthesis
R_3OAS100,Fatty acid synthesis
R_3OAS100m,Fatty acid synthesis
R_EAR100x,Fatty acid synthesis
R_EAR100y,Fatty acid synthesis
R_3OAS120,Fatty acid synthesis
R_3OAS120m,Fatty acid synthesis
R_3OAR120,Fatty acid synthesis
R_3HAD120,Fatty acid synthesis
R_EAR140x,Fatty acid synthesis
R_EAR140y,Fatty acid synthesis
R_3OAS160,Fatty acid synthesis
R_3OAS160m,Fatty acid synthesis
R_EAR160x,Fatty acid synthesis
R_EAR160y,Fatty acid synthesis
R_UPPDC2b,Heme synthesis
R_R1737_e,Heme degradation
R_R1738_l,Heme degradation
R_2HP6MPMOm,Ubiquinone metabolism
R_2HPMBQMTm,Ubiquinone metabolism
R_R1741_m,Ubiquinone metabolism
R_MACOXO,Histidine metabolism
R_R1743_m,Ubiquinone metabolism
R_FNTPH,Folate metabolism
R_GTPDIH,Folate metabolism
R_NABTNO,Arginine and Proline Metabolism
R_NABTNOr,Arginine and Proline Metabolism
R_NABTNOm,Arginine and Proline Metabolism
R_NABTNOp,Arginine and Proline Metabolism
R_4HGLSDm,Arginine and Proline Metabolism
R_EHGLAT,Arginine and Proline Metabolism
R_EHGLATm,Arginine and Proline Metabolism
R_EHGLAT2p,Arginine and Proline Metabolism
R_3HBCOAHLm,"Valine, leucine, and isoleucine metabolism"
R_HMNOm,"Valine, leucine, and isoleucine metabolism"
R_HMNOp,"Valine, leucine, and isoleucine metabolism"
R_OHPBAT,Vitamin B6 metabolism
R_GAL3ST12,Sphingolipid metabolism
R_BTNPLn,Biotin metabolism
R_MI13456PK,Inositol phosphate metabolism
R_CYRDAATm,vitamin b12 metabolism
R_R1764_c,Miscellaneous
R_R1765_c,Miscellaneous
R_R1766_c,Miscellaneous
R_R1767_r,Miscellaneous
R_R1768_m,Miscellaneous
R_R1769_p,Miscellaneous
R_R1770_c,Miscellaneous
R_R1771_r,Miscellaneous
R_R1772_m,Miscellaneous
R_R1773_p,Miscellaneous
R_R1774_c,Miscellaneous
R_R1775_r,Miscellaneous
R_R1776_m,Miscellaneous
R_R1777_p,Miscellaneous
R_R1778_c,Miscellaneous
R_R1779_e,Miscellaneous
R_MANA4l,Galactose metabolism
R_R1781_c,N-glycan synthesis
R_ASPTRS,Alanine and aspartate metabolism
R_ASPTRSm,Alanine and aspartate metabolism
R_GLUTRS,Glutamate metabolism
R_GLUTRSm,Glutamate metabolism
R_HBZOPT6m,Ubiquinone metabolism
R_R1787_c,Cholesterol metabolism
R_R1788_c,Cholesterol metabolism
R_GFUCS,Fructose and mannose metabolism
R_CHLSTR,Steroid metabolism
R_FLVRy,Miscellaneous
R_OBFOOLOR,Steroid metabolism
R_PI4P3K,Inositol phosphate metabolism
R_PI4P3Kpm,Inositol phosphate metabolism
R_MI145P6Kn,Inositol phosphate metabolism
R_MI1456PKn,Inositol phosphate metabolism
R_PI3P5K,Inositol phosphate metabolism
R_PI5P4K,Inositol phosphate metabolism
R_R1799_c,Miscellaneous
R_R1800_g,Blood group synthesis
R_GALNTg,O-glycan synthesis
R_N3Tg,O-glycan synthesis
R_NS26Tg,O-glycan synthesis
R_CORE2GTg,O-glycan synthesis
R_S23Tg,O-glycan synthesis
R_R1806_g,O-glycan synthesis
R_CORE4GTg,O-glycan synthesis
R_PIACGT,Phosphatidylinositol phosphate metabolism
R_GPIAT,Phosphatidylinositol phosphate metabolism
R_GPIMTer_L,Phosphatidylinositol phosphate metabolism
R_H2ETer,Phosphatidylinositol phosphate metabolism
R_H5MT_L,Phosphatidylinositol phosphate metabolism
R_BMTer_L,Phosphatidylinositol phosphate metabolism
R_XYLTer,Chondroitin synthesis
R_GALTg,Chondroitin synthesis
R_GALT2g,Chondroitin synthesis
R_GLCATg,Chondroitin synthesis
R_GALNACT1g,Chondroitin synthesis
R_R1819_r,Chondroitin synthesis
R_R1820_g,Chondroitin synthesis
R_R1821_g,Chondroitin synthesis
R_R1822_r,Chondroitin synthesis
R_R1823_r,Chondroitin synthesis
R_SIAT9g,Sphingolipid metabolism
R_GALGT1,Sphingolipid metabolism
R_GALGT2,Sphingolipid metabolism
R_ST8SIA12,Sphingolipid metabolism
R_B3GALT42g,Sphingolipid metabolism
R_ST3GAL22g,Sphingolipid metabolism
R_ST8SIA53g,Sphingolipid metabolism
R_ST6GALNAC25,Sphingolipid metabolism
R_GALGT3,Sphingolipid metabolism
R_ST8SIA51g,Sphingolipid metabolism
R_ST3GAL23g,Sphingolipid metabolism
R_ST8SIA52g,Sphingolipid metabolism
R_ST6GALNAC62,Sphingolipid metabolism
R_GALGT4,Sphingolipid metabolism
R_ST6GALNAC27,Sphingolipid metabolism
R_ST6GALNAC28,Sphingolipid metabolism
R_ST3GAL21g,Sphingolipid metabolism
R_ST8SIA54g,Sphingolipid metabolism
R_ST6GALNAC31,Sphingolipid metabolism
R_R1843_l,Sphingolipid metabolism
R_R1844_l,Sphingolipid metabolism
R_GBGT1,Sphingolipid metabolism
R_R1846_l,Sphingolipid metabolism
R_SIAT4Bg,Sphingolipid metabolism
R_GLCNACPT_L,N-glycan synthesis
R_GLCNACT_L,N-glycan synthesis
R_B3GNT51g,Blood group synthesis
R_BDMT_L,N-glycan synthesis
R_G13MT_L,N-glycan synthesis
R_B3GNT12g,Blood group synthesis
R_B3GNT12e,Blood group synthesis
R_B3GNT11g,Blood group synthesis
R_B3GNT11e,Blood group synthesis
R_R1857_r,N-glycan synthesis
R_B3GNT310g,Blood group synthesis
R_MG1er,N-glycan synthesis
R_MG2er,N-glycan synthesis
R_MG3er,N-glycan synthesis
R_R1862_g,N-glycan synthesis
R_R1863_r,N-glycan synthesis
R_M13N2Tg,N-glycan synthesis
R_M1316Mg,N-glycan synthesis
R_M16NTg,N-glycan synthesis
R_M14NTg,N-glycan synthesis
R_M13N4Tg,N-glycan synthesis
R_F6Tg,N-glycan synthesis
R_G14Tg,N-glycan synthesis
R_R1871_g,N-glycan synthesis
R_R1872_g,N-glycan synthesis
R_R1873_l,Sphingolipid metabolism
R_B3GALTg,Blood group synthesis
R_R1875_l,Sphingolipid metabolism
R_FUT91g,Blood group synthesis
R_ST8SIA56g,Blood group synthesis
R_B3GNT312g,Blood group synthesis
R_FUT96g,Blood group synthesis
R_FUT99g,Blood group synthesis
R_FUT92g,Blood group synthesis
R_FUT94g,Blood group synthesis
R_FUT93g,Blood group synthesis
R_G12MT1_L,N-glycan synthesis
R_G12MT2_L,N-glycan synthesis
R_R1886_g,Blood group synthesis
R_THRA2ie,Nucleotide salvage pathway
R_FUT97g,Blood group synthesis
R_R1889_g,Blood group synthesis
R_SQLSr,Cholesterol metabolism
R_FUT911g,Blood group synthesis
R_FUT95g,Blood group synthesis
R_FUT98g,Blood group synthesis
R_G16MT_L,N-glycan synthesis
R_DOLPH_Ler,N-glycan synthesis
R_DOLPMT_L,N-glycan synthesis
R_DOLPMT1_Ler,N-glycan synthesis
R_DOLPMT2_Ler,N-glycan synthesis
R_DOLP_Lter,N-glycan synthesis
R_DOLPGT1_Ler,N-glycan synthesis
R_DOLPGT2_Ler,N-glycan synthesis
R_AGLPET,Glycerophospholipid metabolism
R_AGLPETpm,Glycerophospholipid metabolism
R_TDPGDH,Nucleotide sugar metabolism
R_R1905_c,Sphingolipid metabolism
R_R1906_g,Sphingolipid metabolism
R_R1907_r,Sphingolipid metabolism
R_R1908_l,Sphingolipid metabolism
R_R1909_m,Sphingolipid metabolism
R_DHCRD2,Sphingolipid metabolism
R_DHCRD1,Sphingolipid metabolism
R_R1911_c,Sphingolipid metabolism
R_SBPP1,Sphingolipid metabolism
R_R1913_e,Sphingolipid metabolism
R_SBPP3,Sphingolipid metabolism
R_SBPP3e,Sphingolipid metabolism
R_R1916_c,Sphingolipid metabolism
R_R1917_e,Sphingolipid metabolism
R_R1918_c,Sphingolipid metabolism
R_R1919_g,Sphingolipid metabolism
R_R1920_r,Sphingolipid metabolism
R_R1921_l,Sphingolipid metabolism
R_R1922_m,Sphingolipid metabolism
R_HIUHp,Purine catabolism
R_ALLTNS,Purine catabolism
R_R1925_g,N-glycan synthesis
R_R1926_r,N-glycan synthesis
R_R1927_e,Miscellaneous
R_ETHP,Glycerophospholipid metabolism
R_CHLP,Glycerophospholipid metabolism
R_R1930_e,Miscellaneous
R_HADPCOADH3m,Phenylalanine metabolism
R_HADPCOADH3p,Phenylalanine metabolism
R_R1934_m,Phenylalanine metabolism
R_R1935_p,Phenylalanine metabolism
R_ACOAD2ym,Fatty acid oxidation
R_ACOAD2yp,Fatty acid oxidation
R_P4502F1,Cytochrome metabolism
R_P4502F1r1,Cytochrome metabolism
R_P4502F1r2,Cytochrome metabolism
R_P4502F1r2r,Cytochrome metabolism
R_R1943_c,Xenobiotics metabolism
R_R1944_r,Xenobiotics metabolism
R_R1945_p,Xenobiotics metabolism
R_R1946_c,Xenobiotics metabolism
R_R1947_r,Xenobiotics metabolism
R_R1948_p,Xenobiotics metabolism
R_R1949_c,Xenobiotics metabolism
R_R1950_r,Xenobiotics metabolism
R_R1951_p,Xenobiotics metabolism
R_R1952_r,Xenobiotics metabolism
R_R1953_r,Xenobiotics metabolism
R_R1954_c,Xenobiotics metabolism
R_R1955_c,Xenobiotics metabolism
R_R1956_r,Xenobiotics metabolism
R_R1957_c,Xenobiotics metabolism
R_R1958_r,Xenobiotics metabolism
R_R1959_c,Xenobiotics metabolism
R_R1960_r,Xenobiotics metabolism
R_R1961_p,Xenobiotics metabolism
R_R1962_c,Xenobiotics metabolism
R_R1963_r,Xenobiotics metabolism
R_R1964_p,Xenobiotics metabolism
R_R1965_c,Xenobiotics metabolism
R_R1966_r,Xenobiotics metabolism
R_R1967_p,Xenobiotics metabolism
R_R1968_c,Xenobiotics metabolism
R_R1969_r,Xenobiotics metabolism
R_R1970_p,Xenobiotics metabolism
R_R1971_r,Xenobiotics metabolism
R_R1972_c,Eicosanoid metabolism
R_R1973_r,Eicosanoid metabolism
R_R1974_e,Eicosanoid metabolism
R_R1975_c,Eicosanoid metabolism
R_R1976_r,Eicosanoid metabolism
R_R1977_e,Eicosanoid metabolism
R_R1978_r,Eicosanoid metabolism
R_R1979_c,Eicosanoid metabolism
R_R1980_r,Eicosanoid metabolism
R_R1981_c,Eicosanoid metabolism
R_R1982_r,Eicosanoid metabolism
R_R1983_c,Eicosanoid metabolism
R_R1984_r,Eicosanoid metabolism
R_R1985_c,Eicosanoid metabolism
R_R1986_r,Eicosanoid metabolism
R_R1987_c,Eicosanoid metabolism
R_R1988_r,Eicosanoid metabolism
R_R1989_c,Eicosanoid metabolism
R_R1990_r,Eicosanoid metabolism
R_R1991_c,Eicosanoid metabolism
R_R1992_r,Eicosanoid metabolism
R_R1993_c,Eicosanoid metabolism
R_R1994_r,Eicosanoid metabolism
R_R1995_c,Eicosanoid metabolism
R_R1996_r,Eicosanoid metabolism
R_R1997_c,Linoleate metabolism
R_R1998_r,Linoleate metabolism
R_R1999_c,Linoleate metabolism
R_R2000_r,Linoleate metabolism
R_13HODEOR,Linoleate metabolism
R_13HODEORe,Linoleate metabolism
R_R2003_c,Linoleate metabolism
R_R2004_c,Linoleate metabolism
R_R2005_e,Linoleate metabolism
R_R2006_c,Xenobiotics metabolism
R_R2007_r,Xenobiotics metabolism
R_R2008_p,Xenobiotics metabolism
R_R2009_c,Xenobiotics metabolism
R_R2010_r,Xenobiotics metabolism
R_R2011_p,Xenobiotics metabolism
R_R2012_r,Xenobiotics metabolism
R_R2013_r,Xenobiotics metabolism
R_R2014_c,Xenobiotics metabolism
R_R2015_r,Xenobiotics metabolism
R_R2016_c,Xenobiotics metabolism
R_R2017_r,Xenobiotics metabolism
R_R2018_c,Xenobiotics metabolism
R_R2019_r,Xenobiotics metabolism
R_R2020_r,Xenobiotics metabolism
R_R2021_c,Xenobiotics metabolism
R_R2022_r,Xenobiotics metabolism
R_R2023_p,Xenobiotics metabolism
R_R2024_c,Xenobiotics metabolism
R_R2025_r,Xenobiotics metabolism
R_R2026_p,Xenobiotics metabolism
R_R2027_c,Xenobiotics metabolism
R_R2028_r,Xenobiotics metabolism
R_R2029_c,Xenobiotics metabolism
R_R2030_r,Xenobiotics metabolism
R_R2031_c,Xenobiotics metabolism
R_R2032_r,Xenobiotics metabolism
R_R2033_p,Xenobiotics metabolism
R_R2034_c,Xenobiotics metabolism
R_R2035_r,Xenobiotics metabolism
R_R2036_p,Xenobiotics metabolism
R_R2037_c,Xenobiotics metabolism
R_R2038_r,Xenobiotics metabolism
R_R2039_p,Xenobiotics metabolism
R_R2040_c,Xenobiotics metabolism
R_R2041_r,Xenobiotics metabolism
R_R2042_p,Xenobiotics metabolism
R_R2043_c,Xenobiotics metabolism
R_R2044_r,Xenobiotics metabolism
R_R2045_p,Xenobiotics metabolism
R_R2046_c,Xenobiotics metabolism
R_R2047_c,Xenobiotics metabolism
R_R2048_r,Xenobiotics metabolism
R_R2049_c,Eicosanoid metabolism
R_R2050_c,Eicosanoid metabolism
R_R2051_c,Eicosanoid metabolism
R_R2052_c,Eicosanoid metabolism
R_R2053_c,Xenobiotics metabolism
R_R2054_r,Xenobiotics metabolism
R_R2055_p,Xenobiotics metabolism
R_R2056_c,Xenobiotics metabolism
R_R2057_r,Xenobiotics metabolism
R_R2058_p,Xenobiotics metabolism
R_R2059_m,Fatty acid oxidation
R_R2060_p,Fatty acid oxidation
R_R2061_c,Vitamin A metabolism
R_r0792,Folate metabolism
R_P45046A1,Bile acid synthesis
R_P45039A1,Bile acid synthesis
R_P4507B11,Bile acid synthesis
R_LSTO2,Cholesterol metabolism
R_CH25H,Bile acid synthesis
R_R2068_m,Ubiquinone metabolism
R_CBIATm,vitamin b12 metabolism
R_R2070_m,Ubiquinone metabolism
R_PI34P4P,Inositol phosphate metabolism
R_PI34P4Plm,Inositol phosphate metabolism
R_ARD1,Methionine and cysteine metabolism
R_DKMPPD2,Methionine and cysteine metabolism
R_P4507B12,Bile acid synthesis
R_PSSA2,Glycerophospholipid metabolism
R_PSSA1,Glycerophospholipid metabolism
R_R2078_c,Glycerophospholipid metabolism
R_R2079_c,Glycerophospholipid metabolism
R_R2080_e,Glycerophospholipid metabolism
R_R2081_e,Glycerophospholipid metabolism
R_CDPEAS,Glycerophospholipid metabolism
R_CDPEASpm,Glycerophospholipid metabolism
R_R2085_c,Glycerophospholipid metabolism
R_R2086_c,Glycerophospholipid metabolism
R_R2087_c,Glycerophospholipid metabolism
R_PLA2,Glycerophospholipid metabolism
R_PLA2rm,Glycerophospholipid metabolism
R_PLA2e,Glycerophospholipid metabolism
R_R2091_e,Glycerophospholipid metabolism
R_AGLPCg,Glycerophospholipid metabolism
R_AGLPC,Glycerophospholipid metabolism
R_CLPNS,Glycerophospholipid metabolism
R_MDRPD,Arginine and Proline Metabolism
R_UNK3,Arginine and Proline Metabolism
R_L_ASPRl,NAD metabolism
R_ASPO2l,Alanine and aspartate metabolism
R_HEMEOSm,Heme synthesis
R_R2101_m,Heme synthesis
R_R2102_c,Miscellaneous
R_R2103_m,Miscellaneous
R_R2104_n,Miscellaneous
R_MERGTROLR,Steroid metabolism
R_R2106_c,Steroid metabolism
R_R2107_c,Steroid metabolism
R_R2108_c,Steroid metabolism
R_R2109_c,Steroid metabolism
R_EPISTLDS,Steroid metabolism
R_R2111_c,Steroid metabolism
R_R2112_c,Steroid metabolism
R_C3STDH1P,Cholesterol metabolism
R_C3STKR1,Steroid metabolism
R_ZYMSTR,Steroid metabolism
R_R2116_c,Steroid metabolism
